Unnamed: 0,date,firm,Ticker,Research Development,Income Before Tax,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Interest Expense,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Net Income From Continuing Ops,Net Income Applicable To Common Shares,_dt,return,is_hole,lower_bound,upper_bound
56,3/31/2023,Agilent Technologies,A,,244135655.8,260750146.9,366258321.7,829050832.5,365054135.6,363306579.8,-17553748.56,58128403.46,1438940322.0,1209363736.0,529551982.9,-36406659.36,194787599.1,206650353.1,2023-03-31,0.6855264531431262,False,,
56,6/30/2023,Agilent Technologies,A,,315339924.9,209995288.4,371650593.1,988766712.5,322303817.7,378168607.7,-22230831.71,57181877.61,1317543667.0,1161753527.0,798366770.4,-38905807.59,258834741.8,251665462.7,2023-06-30,0.8510985243602364,False,,
56,9/30/2023,Agilent Technologies,A,,270986058.2,190291191.2,398262853.9,761776717.5,352383937.5,341616098.3,-14814796.74,56881702.7,1300609415.0,1256915007.0,732396647.3,-11377534.48,273439804.9,256007950.1,2023-09-30,0.6060685991157078,False,,
56,12/31/2023,Agilent Technologies,A,,362799891.5,199669586.7,356190684.4,712488761.3,320590464.3,270185755.0,-17642183.48,57033329.13,1197515919.0,1037539681.0,742342197.7,-16024828.36,315780841.0,349210286.9,2023-12-31,0.6867098910504223,False,,
56,3/31/2024,Agilent Technologies,A,,315993021.0,206931335.5,267996064.8,860729685.3,298979033.6,319285627.9,-21290383.14,57754000.66,1782181794.0,1252834117.0,692129185.1,-32736897.93,181957806.7,225274076.7,2024-03-31,0.6870260584546325,False,,
56,6/30/2024,Agilent Technologies,A,,295099953.7,307441045.3,401699224.2,949482541.8,314998477.3,279978997.1,-22322966.53,52581749.33,2027059062.0,1073193406.0,798173326.8,-31553122.16,276955836.3,257031462.7,2024-06-30,0.8847264029872356,False,,
56,9/30/2024,Agilent Technologies,A,,290510033.8,241514205.9,355302047.2,882868712.0,317261718.7,277902185.6,-23237967.4,60527403.07,1900441057.0,1253374460.0,696382814.0,-20950743.68,290603763.5,250996492.2,2024-09-30,0.7043934116864006,False,,
56,12/31/2024,Agilent Technologies,A,,279162372.3,283324223.5,419339505.5,1018125713.0,349858698.9,277960244.2,-23501865.66,73610712.2,1933761857.0,1191040272.0,668248028.4,-10465516.49,202648184.9,210387200.2,2024-12-31,0.8548205605931014,False,,
56,3/31/2025,Agilent Technologies,A,,326208458.2,228616643.3,393697297.7,807212650.2,357741620.1,412387136.1,-19235039.15,64698858.32,1063986585.0,1215055301.0,619322460.8,-34370478.49,210991346.2,230821200.6,2025-03-31,0.664342313914155,False,,
56,6/30/2025,Agilent Technologies,A,,338372151.0,194652985.4,395810321.2,767402469.1,323764096.7,391715855.9,-17926012.35,70835973.25,1500890304.0,1096224936.0,685192614.8,-21337194.04,249436098.9,203474054.8,2025-06-30,0.700041062649208,False,,
56,9/30/2025,Agilent Technologies,A,,301538106.5,251318922.6,542782715.6,1060463337.0,296920595.9,325821894.8,-23780567.86,53772242.93,1609239063.0,1445394725.0,631461933.9,-29334270.27,164731314.9,237070827.2,2025-09-30,0.7336842446273629,False,,
56,12/31/2025,Agilent Technologies,A,,250089756.9,223701932.9,342177528.0,815799660.5,250724022.4,265570664.1,-13271952.2,47606310.16,1283718344.0,1561257324.0,1017953893.0,-33949092.03,229577325.5,255449699.8,2025-12-31,0.52252735533044,False,,
123,9/30/2020,American Airlines Group,AAL,,-3095000000.0,-2399000000.0,70000000.0,-2489000000.0,-3716000000.0,-3716000000.0,-340000000.0,-696000000.0,3173000000.0,6889000000.0,5662000000.0,621000000.0,-2399000000.0,-2399000000.0,2020-09-30,-0.3613006241834809,False,,
122,12/31/2020,American Airlines Group,AAL,,-2809000000.0,-2178000000.0,95000000.0,-923000000.0,-2066000000.0,-2066000000.0,-376000000.0,-631000000.0,4028000000.0,6094000000.0,4951000000.0,-743000000.0,-2178000000.0,-2178000000.0,2020-12-31,-0.1514604529044962,False,,
121,3/31/2021,American Airlines Group,AAL,,-1573000000.0,-1250000000.0,151000000.0,-1806000000.0,-3151000000.0,-3151000000.0,-371000000.0,-323000000.0,4008000000.0,7159000000.0,5814000000.0,1578000000.0,-1250000000.0,-1250000000.0,2021-03-31,-0.2522698700935885,False,,
120,6/30/2021,American Airlines Group,AAL,,9000000.0,19000000.0,277000000.0,787000000.0,-929000000.0,-929000000.0,-486000000.0,-10000000.0,7478000000.0,8407000000.0,6691000000.0,938000000.0,19000000.0,19000000.0,2021-06-30,0.0936124658023076,False,,
120,9/30/2021,American Airlines Group,AAL,,-1132290886.0,-2183958629.0,113199862.7,-887702445.5,-2376548810.0,-2809182283.0,-380997431.6,-664670130.2,3820729903.0,6743334141.0,5937828624.0,544107041.6,-1489445095.0,-1231726986.0,2021-09-30,-0.1316414739264809,False,,
120,12/31/2021,American Airlines Group,AAL,,-2095810164.0,-1546487436.0,125123835.1,-1364448236.0,-2993457001.0,-2439647772.0,-378950481.7,-191287317.9,5321148992.0,7430527928.0,5081236660.0,307969308.8,-1146756859.0,-1588874216.0,2021-12-31,-0.183627361234783,False,,
120,3/31/2022,American Airlines Group,AAL,,-1896944993.0,-2544802410.0,160056034.9,-1085771025.0,-3200923681.0,-2860062269.0,-358725243.6,-469838402.1,3776005911.0,6914964761.0,5521123071.0,844168433.0,-1013249744.0,-2936287714.0,2022-03-31,-0.1570175789070807,False,,
120,6/30/2022,American Airlines Group,AAL,,-2336054593.0,-1629941693.0,134826513.4,-1592622206.0,-3545725168.0,-2433511777.0,-276725204.3,-686368570.2,4733475322.0,6677865825.0,5685218136.0,333195754.7,-1873273888.0,-1094895989.0,2022-06-30,-0.2384926932849837,False,,
120,9/30/2022,American Airlines Group,AAL,,-1834163501.0,-889042865.9,170043784.5,-1095176271.0,-1678096936.0,-2374293627.0,-327111962.4,-517481256.2,4073117325.0,6289194260.0,6589734893.0,280038842.1,-1341431061.0,-1804791374.0,2022-09-30,-0.174136181158443,False,,
120,12/31/2022,American Airlines Group,AAL,,-1473691235.0,-1356423033.0,195744369.5,-916262842.3,-3447196092.0,-2644220055.0,-439161703.0,-547744011.9,5269692041.0,7695705623.0,5136430580.0,349803918.5,-1698388593.0,-2293347256.0,2022-12-31,-0.1190615763110251,False,,
120,3/31/2023,American Airlines Group,AAL,,-2602027533.0,-1565415624.0,169160779.4,-991102405.2,-3830921340.0,-2446117908.0,-369464319.1,-420504923.6,5356643947.0,4850172152.0,5229237282.0,1029974284.0,-2467182960.0,-1011127207.0,2023-03-31,-0.2043437581470819,False,,
120,6/30/2023,American Airlines Group,AAL,,-1965406760.0,-1310841875.0,100187804.2,-865359666.0,-2038461851.0,-2484257707.0,-360367690.0,-440098766.8,3302924520.0,6868563782.0,5606723856.0,942013582.8,-1237866178.0,-2218093426.0,2023-06-30,-0.1259884443772353,False,,
120,9/30/2023,American Airlines Group,AAL,,-2267559484.0,-1008504915.0,93289747.61,-1868845614.0,-2500568023.0,-2158013725.0,-372859855.2,-295599921.9,4727649306.0,7910941622.0,6214928073.0,1766149188.0,-1811701590.0,-2668112414.0,2023-09-30,-0.2362355460698658,False,,
120,12/31/2023,American Airlines Group,AAL,,-1208503888.0,-1931964487.0,127310390.0,-561257517.8,-3463318323.0,-3276263833.0,-463211596.4,-585397785.5,4382133991.0,7576284311.0,5975789186.0,180654617.2,-2814111726.0,-1688115870.0,2023-12-31,-0.0740808415789136,False,,
120,3/31/2024,American Airlines Group,AAL,,-2479930565.0,-1495232448.0,151046731.5,-1279706496.0,-2202962899.0,-2486213893.0,-343803124.9,-573186287.1,3869234815.0,7231323295.0,6444228859.0,612600384.4,-1465811023.0,-1840597090.0,2024-03-31,-0.1769671253510178,False,,
120,6/30/2024,American Airlines Group,AAL,,-2262986541.0,-1318968500.0,43366777.79,-2159720577.0,-3399257804.0,-3853502927.0,-411499765.3,-374703988.4,3782041550.0,7232391630.0,6675489499.0,1342281646.0,-1746924696.0,-1069398686.0,2024-06-30,-0.2986177584799843,False,,
120,9/30/2024,American Airlines Group,AAL,,-2134578721.0,-2112783704.0,99250586.28,-2272620500.0,-3082326538.0,-2799504776.0,-328479149.3,-242118857.6,2873192528.0,7437883021.0,4842403832.0,980715334.3,-1776425760.0,-2585909429.0,2024-09-30,-0.3055466849348826,False,,
120,12/31/2024,American Airlines Group,AAL,,-1622481561.0,-2002111938.0,101667883.4,-2020656796.0,-2957565379.0,-2380217016.0,-384102414.2,-432138389.1,4317765869.0,8415449120.0,5442963960.0,153487229.8,-1205769989.0,-1871860475.0,2024-12-31,-0.2401127696438381,False,,
120,3/31/2025,American Airlines Group,AAL,,-1508388334.0,-1531429102.0,117760367.4,-1150570430.0,-1567619143.0,-1500414220.0,-369612921.9,-455134350.8,4909408082.0,6133011536.0,6024673670.0,768537216.1,-1564511410.0,-2110864825.0,2025-03-31,-0.1876028478417654,False,,
120,6/30/2025,American Airlines Group,AAL,,-3164501409.0,-2701191028.0,78354640.2,-1645838843.0,-2764920064.0,-1574971629.0,-311536721.5,-608323234.8,4305993458.0,6595102370.0,5493248045.0,858056122.2,-1419139867.0,-1875560833.0,2025-06-30,-0.2495547075185127,False,,
120,9/30/2025,American Airlines Group,AAL,,-1539463673.0,-2257810988.0,123253278.8,228841835.6,-2489485167.0,-1843868560.0,-368372582.0,-397725256.1,3970968677.0,6844458572.0,5067099501.0,961896804.0,-2119516927.0,-1397036650.0,2025-09-30,,True,-0.3613006241834809,0.0936124658023076
120,12/31/2025,American Airlines Group,AAL,,-1526335912.0,-1539451323.0,111562860.7,-1086049961.0,-2773179552.0,-2109378101.0,-476104525.9,-522809637.4,2369087450.0,5448803909.0,6911876221.0,1158952391.0,-2056629091.0,-2429518467.0,2025-12-31,-0.1993189659855678,False,,
43,4/17/2021,Advance Auto Parts,AAP,,245774000.0,182313000.0,1200138000.0,1338322500.0,271856500.0,287091000.0,-9748500.0,29534500.0,2989892500.0,1196396000.0,729999500.0,-9429000.0,185930000.0,185930000.0,2021-04-17,1.1186283638527712,False,,
42,4/24/2021,Advance Auto Parts,AAP,,245774000.0,185930000.0,1200138000.0,1487229000.0,287091000.0,287091000.0,-11191000.0,59844000.0,3330370000.0,3043279000.0,1843141000.0,-41317000.0,185930000.0,185930000.0,2021-04-24,0.4886929525685946,False,,
40,7/17/2021,Advance Auto Parts,AAP,,237765000.0,178696000.0,932793000.0,1189416000.0,256623000.0,256623000.0,-8306000.0,59069000.0,2649415000.0,2392792000.0,1459999000.0,-18858000.0,178696000.0,178696000.0,2021-07-17,0.4970829056599988,False,,
41,7/17/2021,Advance Auto Parts,AAP,,237765000.0,178696000.0,932793000.0,1189416000.0,256623000.0,256623000.0,-8306000.0,59069000.0,2649415000.0,2392792000.0,1459999000.0,-18858000.0,178696000.0,178696000.0,2021-07-17,0.4970829056599988,False,,
40,9/30/2021,Advance Auto Parts,AAP,,134259601.8,165788992.3,1453658866.0,1346314779.0,242060563.9,290822296.6,-11140924.19,25114860.65,2861727554.0,1137058018.0,1060881369.0,-6497664.965,200589678.2,163488117.6,2021-09-30,1.1840334949381623,False,,
40,12/31/2021,Advance Auto Parts,AAP,,274329157.4,224609067.4,911270851.1,1095579564.0,317184847.9,264054269.7,-7126353.001,22956314.46,3435062457.0,1287012075.0,838045244.0,-6497664.965,172419680.8,156576181.1,2021-12-31,0.8512581857477911,False,,
40,3/31/2022,Advance Auto Parts,AAP,,225502128.4,192751747.0,815991295.2,1384721231.0,242885030.3,318663136.0,-12269287.95,17842391.39,2106365313.0,626983475.2,833625602.6,-10953388.69,175383896.3,177959779.3,2022-03-31,2.2085450187635183,False,,
40,6/30/2022,Advance Auto Parts,AAP,,249145461.0,153197705.9,1179540113.0,1389497721.0,279501099.3,294551626.8,-8625874.09,59785368.81,2782817439.0,984763472.0,414715377.3,-18208775.55,148280492.2,158007104.3,2022-06-30,1.4109964072672263,False,,
40,9/30/2022,Advance Auto Parts,AAP,,239206245.9,189555766.3,1074646686.0,1118738775.0,299919431.6,302009176.6,-9243427.777,19829060.59,3051610277.0,1325941749.0,124087328.4,-10007197.2,189478880.3,157709091.7,2022-09-30,0.8437314654612327,False,,
40,12/31/2022,Advance Auto Parts,AAP,,248654251.3,141114199.2,1280214957.0,1500456092.0,254230982.4,286678140.9,-12290495.21,12345673.77,2695400525.0,457514133.0,1028910747.0,-10007197.2,150136176.1,159410930.2,2022-12-31,,True,0.4886929525685946,8.449892489390434
40,3/31/2023,Advance Auto Parts,AAP,,250308135.1,224126557.2,870922495.1,1311081615.0,336428683.0,204500657.0,-10761929.8,23237691.0,2599471889.0,1756416394.0,831112551.1,-24525708.37,196407902.5,166519072.9,2023-03-31,0.7464526176587258,False,,
40,6/30/2023,Advance Auto Parts,AAP,,287987870.0,163512143.8,964626264.6,1366457190.0,294479075.4,290129842.3,-11309696.26,37532250.86,2382195164.0,1358541227.0,134293550.8,-5632865.168,160254980.1,147236854.4,2023-06-30,1.0058268110254411,False,,
40,9/30/2023,Advance Auto Parts,AAP,,267656490.6,187047188.5,968247738.5,1538984299.0,246774067.1,273166304.4,-8663117.662,20323316.87,3018919932.0,828756669.5,557765555.7,-5632865.168,153856145.3,116330816.9,2023-09-30,1.8569796849158269,False,,
40,12/31/2023,Advance Auto Parts,AAP,,300190814.8,249529275.1,1001634647.0,896682743.7,251933418.8,260185243.1,-9284423.499,12984258.03,3064778012.0,1557870725.0,104723959.8,-3482073.363,238447673.6,187015590.6,2023-12-31,,True,0.4886929525685946,8.449892489390434
40,3/31/2024,Advance Auto Parts,AAP,,229536259.6,176659667.1,1164888017.0,935767856.4,270755533.7,255934446.3,-6525133.248,26945464.75,3525083584.0,435731072.1,975715112.9,-6712382.701,158547208.4,187164242.7,2024-03-31,,True,0.4886929525685946,8.449892489390434
40,6/30/2024,Advance Auto Parts,AAP,,285742010.9,171737621.0,795802531.1,1260539683.0,228471342.1,257896832.9,-9137726.979,4180395.38,2136314186.0,1528621980.0,511288320.9,-31243098.6,203776090.6,189761482.1,2024-06-30,0.8246248578736255,False,,
40,9/30/2024,Advance Auto Parts,AAP,,215880526.1,144850433.2,1200169543.0,1330099276.0,358676484.7,288991681.8,-8502266.023,27053156.99,3165107521.0,1627185941.0,1253734837.0,-13863044.11,170405933.6,169210989.5,2024-09-30,0.8174230384405712,False,,
40,12/31/2024,Advance Auto Parts,AAP,,270448260.5,221073999.4,993064866.6,1183340482.0,276688503.1,261835202.4,-7738086.049,27053156.99,2470000452.0,657178169.7,1253734837.0,-17625101.15,157286271.5,176813401.1,2024-12-31,1.8006387560624413,False,,
40,3/31/2025,Advance Auto Parts,AAP,,282131681.1,173869317.5,901566409.6,1253071786.0,305824756.3,232058814.6,-10260248.07,37837194.19,2725955479.0,1642622996.0,724289534.1,-3461091.327,154006770.6,181982521.7,2025-03-31,0.7628480722913245,False,,
40,6/30/2025,Advance Auto Parts,AAP,,234128737.1,147583432.5,816356206.3,1393873818.0,250329414.5,230169892.4,-9157484.696,46302225.48,1855020097.0,164957580.2,343853790.4,-3461091.327,190040892.1,203296786.2,2025-06-30,8.449892489390434,False,,
40,9/30/2025,Advance Auto Parts,AAP,,200421079.7,150192310.5,1138102182.0,1274916920.0,285989541.2,264204049.1,-8650619.057,31884901.67,3148608960.0,1752561862.0,52227466.13,-28542849.69,209707681.3,214793658.7,2025-09-30,0.7274590116579862,False,,
40,12/31/2025,Advance Auto Parts,AAP,,204756172.4,130148201.0,1082308083.0,1440337922.0,335489139.1,292910866.4,-9530586.932,16258330.92,2824497052.0,990151757.2,305284064.9,-28542849.69,231131911.0,213380466.5,2025-12-31,1.454663804337487,False,,
187,9/26/2020,Apple,AAPL,4978000000.0,14901000000.0,12673000000.0,4936000000.0,24689000000.0,14775000000.0,14775000000.0,-634000000.0,2228000000.0,64698000000.0,49923000000.0,40009000000.0,126000000.0,12673000000.0,12673000000.0,2020-09-26,0.4945415940548444,False,,
186,12/26/2020,Apple,AAPL,5163000000.0,33579000000.0,28755000000.0,5631000000.0,44328000000.0,33534000000.0,33534000000.0,-638000000.0,4824000000.0,111439000000.0,77905000000.0,67111000000.0,45000000.0,28755000000.0,28755000000.0,2020-12-26,0.5690007059880624,False,,
185,3/27/2021,Apple,AAPL,5262000000.0,28011000000.0,23630000000.0,5314000000.0,38079000000.0,27503000000.0,27503000000.0,-670000000.0,4381000000.0,89584000000.0,62081000000.0,51505000000.0,508000000.0,23630000000.0,23630000000.0,2021-03-27,0.6133760731946972,False,,
184,6/26/2021,Apple,AAPL,5717000000.0,24369000000.0,21744000000.0,5412000000.0,35255000000.0,24126000000.0,24126000000.0,-665000000.0,2625000000.0,81434000000.0,57308000000.0,46179000000.0,243000000.0,21744000000.0,21744000000.0,2021-06-26,0.6151846164584351,False,,
184,6/30/2021,Apple,AAPL,,22572439212.0,25596673512.0,5877547465.0,39101023060.0,30653422605.0,28274768255.0,-579182108.8,3855890950.0,89880109876.0,43723733813.0,49454633099.0,135834594.1,18331637229.0,28410306046.0,2021-06-30,0.8942745655535582,False,,
184,9/30/2021,Apple,AAPL,,32982358197.0,27312495664.0,5568306433.0,44095505696.0,25861172025.0,26599766546.0,-758359489.7,3722961150.0,86283531053.0,48030324982.0,48466914600.0,177523862.5,28804190528.0,25730052668.0,2021-09-30,0.9180763551469904,False,,
184,12/31/2021,Apple,AAPL,,26234963407.0,23533635655.0,5398566648.0,35550962938.0,21623152467.0,25229600696.0,-724412452.1,2810237108.0,92066109921.0,63197952236.0,35752044759.0,173765400.9,26075421601.0,26291591345.0,2021-12-31,0.562533463192638,False,,
184,3/31/2022,Apple,AAPL,,30220000037.0,22819423589.0,4683203286.0,30706602265.0,27148870497.0,27283138667.0,-525695567.1,4112466219.0,83812988971.0,48553662825.0,46504129338.0,203507186.5,21999300612.0,20720397456.0,2022-03-31,0.632426072069466,False,,
184,6/30/2022,Apple,AAPL,,27183457996.0,20972006608.0,4857752239.0,38380006161.0,24257914381.0,26759714912.0,-624801136.9,2871676062.0,79336432911.0,72568606331.0,40328256866.0,203507186.5,16351047851.0,22786062604.0,2022-06-30,0.5288789202584527,False,,
184,9/30/2022,Apple,AAPL,,26311458527.0,22286764378.0,6339755008.0,21966276976.0,27347625250.0,31860661969.0,-761712375.2,3292560435.0,75852144757.0,51686368993.0,46451706673.0,309401393.6,28939718726.0,21543782020.0,2022-09-30,0.4249916835708645,False,,
184,12/31/2022,Apple,AAPL,,33674029051.0,22808068530.0,6773756746.0,36153852762.0,26321978838.0,27229681116.0,-340846524.2,3974672181.0,76437377596.0,68371076505.0,46191106284.0,141648083.4,25779015858.0,22792785809.0,2022-12-31,0.5287887014526684,False,,
184,3/31/2023,Apple,AAPL,,27284385480.0,22734592409.0,5633764296.0,39004333684.0,18314225067.0,28395586023.0,-747467847.8,2703864670.0,84759796942.0,60446480600.0,43761165786.0,257213209.9,18119510800.0,21302150076.0,2023-03-31,0.6452705483733324,False,,
184,6/30/2023,Apple,AAPL,,23892321961.0,22528461190.0,5587332374.0,31123538382.0,28619049277.0,26058456196.0,-836390447.6,2417802361.0,85350988437.0,57715919967.0,48084313222.0,182051605.0,23454591412.0,25911899005.0,2023-06-30,0.5392539597358126,False,,
184,9/30/2023,Apple,AAPL,,21825024397.0,18698722071.0,4483475623.0,38256056115.0,30635154116.0,24144278211.0,-895978617.3,2558867909.0,74824179431.0,54700497939.0,45850022400.0,187875751.8,21626111649.0,26257955162.0,2023-09-30,,True,0.3611452690890674,1.2417917188083878
184,12/31/2023,Apple,AAPL,,23534266015.0,19752488868.0,5748231427.0,28220891833.0,27323454479.0,26211603874.0,-665908817.3,4383016856.0,77528349534.0,78142770371.0,47190421574.0,72764253.65,22924939830.0,19024483771.0,2023-12-31,0.3611452690890674,False,,
184,3/31/2024,Apple,AAPL,,23236727152.0,24038124172.0,5809938011.0,33245046540.0,29637905518.0,30296572603.0,-511137410.8,3796332324.0,102997000000.0,42853501736.0,46512921253.0,108639207.6,23092731567.0,20742329735.0,2024-03-31,0.7757836627869267,False,,
184,6/30/2024,Apple,AAPL,,25537248918.0,29092135226.0,5226468910.0,38942878434.0,24915112507.0,26107675101.0,-650912019.9,3751403117.0,100456000000.0,74445554148.0,51110369606.0,236083878.6,18770550532.0,22387951052.0,2024-06-30,0.5231054947429149,False,,
184,9/30/2024,Apple,AAPL,,29883927163.0,25633934575.0,5533229450.0,41542211097.0,27714834581.0,30462295886.0,-623222376.4,3305918075.0,89816617506.0,33453445105.0,51647135770.0,236083878.6,16821967851.0,24224391137.0,2024-09-30,1.2417917188083878,False,,
184,12/31/2024,Apple,AAPL,,28065974001.0,18731196740.0,4790149512.0,44205043964.0,23940250625.0,34499479961.0,-651687617.7,3729080788.0,106248000000.0,60867739728.0,41498527294.0,174899122.3,22565814884.0,18042715920.0,2024-12-31,0.7262475025611156,False,,
184,3/31/2025,Apple,AAPL,,25184963708.0,20161283195.0,6106599598.0,36857367039.0,24719465370.0,25403344983.0,-629695400.8,3844758521.0,72686341056.0,50367942060.0,56935211336.0,148421554.5,17865415517.0,24197316841.0,2025-03-31,0.7317624173545597,False,,
184,6/30/2025,Apple,AAPL,,28010348283.0,17477899444.0,5547606566.0,40712743788.0,27264189859.0,28261642902.0,-788732197.6,3686419567.0,81627493048.0,55371512431.0,55219951561.0,313932821.4,28793331014.0,27161356927.0,2025-06-30,0.7352651571281044,False,,
184,9/30/2025,Apple,AAPL,,25758909267.0,23887324351.0,5979870659.0,37333484780.0,26320841819.0,29004216283.0,-657293396.6,3098923660.0,80192823392.0,65370644457.0,48863929749.0,214267522.4,24967313165.0,21411395760.0,2025-09-30,0.5711047380687444,False,,
184,12/31/2025,Apple,AAPL,,29160920911.0,23976220322.0,4369654612.0,44599748467.0,23875528722.0,19405681190.0,-753626896.5,2937269049.0,86178193246.0,57242394650.0,46374267955.0,238722372.7,23843612848.0,23762526706.0,2025-12-31,0.7791384120056201,False,,
19,12/31/2020,AbbVie,ABBV,1821000000.0,-1507000000.0,36000000.0,3099000000.0,10448000000.0,5528000000.0,5528000000.0,-629000000.0,-1545000000.0,13858000000.0,8330000000.0,3410000000.0,-7035000000.0,38000000.0,20000000.0,2020-12-31,1.2542617046818727,False,,
18,3/31/2021,AbbVie,ABBV,1731000000.0,3867000000.0,3553000000.0,2741000000.0,8818000000.0,4346000000.0,4346000000.0,-632000000.0,312000000.0,13010000000.0,8664000000.0,4192000000.0,-479000000.0,3555000000.0,3536000000.0,2021-03-31,1.017774699907664,False,,
17,6/30/2021,AbbVie,ABBV,1784000000.0,1163000000.0,766000000.0,3049000000.0,9461000000.0,4696000000.0,4696000000.0,-615000000.0,394000000.0,13959000000.0,9263000000.0,4498000000.0,-3533000000.0,769000000.0,751000000.0,2021-06-30,1.0213753643528014,False,,
16,9/30/2021,AbbVie,ABBV,1655000000.0,3688000000.0,3179000000.0,2946000000.0,9998000000.0,4897000000.0,4897000000.0,-596000000.0,508000000.0,14342000000.0,9445000000.0,4344000000.0,-1209000000.0,3180000000.0,3158000000.0,2021-09-30,1.0585494970884066,False,,
16,12/31/2021,AbbVie,ABBV,,2874199241.0,2437865586.0,2049711479.0,9197629704.0,3227893364.0,4822444216.0,-622432256.3,795832503.5,16386231943.0,9236136122.0,3947668838.0,-1751207248.0,1575869985.0,1953449199.0,2021-12-31,0.9958308953558752,False,,
16,3/31/2022,AbbVie,ABBV,,3505167867.0,1551216143.0,3359753258.0,10718116493.0,4109551157.0,5497192478.0,-556823760.0,396170447.2,12318083628.0,7808276028.0,3923788418.0,-1677836210.0,1252908510.0,2284617139.0,2022-03-31,1.3726610655880365,False,,
16,6/30/2022,AbbVie,ABBV,,1065968340.0,1818367306.0,3046800372.0,13297984062.0,3805555819.0,5855577680.0,-608019702.8,527150807.4,14155406293.0,9561446325.0,4169610796.0,-513452600.5,1629819152.0,2808807597.0,2022-06-30,1.390792105084583,False,,
16,9/30/2022,AbbVie,ABBV,,1720016932.0,1926991871.0,2515518837.0,10393572993.0,5836231998.0,4740844163.0,-640369435.7,-119093145.4,13430132469.0,6821948298.0,3683575513.0,-2081281092.0,2970485383.0,4074140435.0,2022-09-30,1.5235490711718085,False,,
16,12/31/2022,AbbVie,ABBV,,1783279389.0,3056580044.0,3107097209.0,9508765403.0,5107740893.0,4841047362.0,-611700078.8,180051540.0,10991658770.0,6888057325.0,4686207374.0,-2724484040.0,1524393942.0,1960917770.0,2022-12-31,1.380471293188606,False,,
16,3/31/2023,AbbVie,ABBV,,3295828772.0,2108728614.0,2702521299.0,11519182597.0,5932684490.0,5152321150.0,-531157194.4,879028959.6,16266197951.0,9789171696.0,4651061780.0,-1707134228.0,1145901555.0,2483218281.0,2023-03-31,1.1767269953704975,False,,
